Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,,,2013/14,232.46419940241,228.687754852045,236.287372600578,226.531713395181,238.504755017191,14439,6211279,,,Not compared,Not compared,20130000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,0-18 yrs,,,2020/21,107.432618261826,100.156619758813,115.701258970775,95.9863670012788,120.419476888773,750,698112,,,Worse,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,0-18 yrs,,,2020/21,81.681550860379,75.195651086077,88.5771781228767,71.6409693164994,92.6663501733059,585,716196,,,Similar,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,0-18 yrs,,,2020/21,94.3724954991579,88.7284844936337,100.686835550091,85.4913306864823,104.29402811733,975,1033140,,,Worse,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,0-18 yrs,,,2020/21,66.0291504345005,61.2857334256046,71.2444627187303,58.6225331594387,74.2738136288853,690,1044993,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,0-18 yrs,,,2020/21,74.8790872919978,67.8827568851837,82.0354855050347,64.171747608427,86.3985127774452,440,587614,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,0-18 yrs,,,2020/21,81.5872427220471,70.4686644455867,92.3200110781404,64.9709373427627,99.2423976349553,220,269650,,,Worse,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,0-18 yrs,,,2020/21,88.1395430245991,81.5117166997676,94.633717105495,78.000269595619,98.6235025534033,705,799868,,,Worse,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,0-18 yrs,,,2020/21,57.5887586743068,51.4688664756941,63.8690329435846,48.2610107882159,67.7264162223647,340,590393,,,Similar,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,0-18 yrs,,,2020/21,52.0730988406367,46.360830649181,59.1517366044856,43.0986394494939,63.1681610365561,265,508900,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,0-18 yrs,,,2020/21,76.2055951506079,69.4144723179396,82.8363947369954,65.8724807575033,86.9562971602302,505,662681,,,Worse,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,0-18 yrs,,,2020/21,55.246828095443,49.9357425964035,61.2863264762261,46.9828188563231,64.8039977661363,375,678772,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,0-18 yrs,,,2020/21,59.1193938897833,54.4250356234711,64.1103043212657,51.8522314899195,67.0699613134015,585,989523,,,Similar,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,0-18 yrs,,,2020/21,45.5107673418779,41.209463830884,49.7048797269662,38.9796740054424,52.3221277358752,450,988777,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,0-18 yrs,,,2020/21,62.6051990934767,56.5562879970139,69.8965401925836,53.0980431689064,74.0406237151302,350,559059,,,Similar,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,0-18 yrs,,,2020/21,92.163400287333,84.3370405159057,100.520562230608,80.0636037039663,105.486045746151,510,553365,,,Worse,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,0-18 yrs,,,2020/21,108.088555888177,103.237027068892,113.361321498865,100.450677519618,116.380201339806,1775,1642172,,,Worse,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,0-18 yrs,,,2020/21,68.1560202832316,63.7435250130172,73.1408709617884,61.2138253069573,75.9865260753308,825,1210458,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,0-18 yrs,,,2020/21,57.4583857641103,52.7682825974535,62.046406183691,50.3013730872536,64.8798771444441,600,1044234,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,0-18 yrs,,,2020/21,92.2256360813144,87.1931181533743,97.4728668488874,84.3892949952536,100.557481490074,1255,1360793,,,Worse,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,0-18 yrs,,,2020/21,68.8187829398237,64.6725664700339,73.4614751353506,62.2945749018502,76.1135340508274,960,1394968,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,0-18 yrs,,,2020/21,77.1260462074008,73.4422426114008,81.1519218264144,71.3270945923959,83.4559004275198,1560,2022663,,,Similar,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,0-18 yrs,,,2020/21,56.0535360438988,52.8942151784978,59.4549260226909,51.109689689617,61.4273652733248,1140,2033770,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,0-18 yrs,,,2020/21,68.894968312675,64.2580009710671,73.9617771706842,61.6499275052827,76.903417857261,790,1146673,,,Better,Not compared,20200000,,,1y
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,,,2021/22,152.01616932156,148.99981227163,155.078224911716,147.281584780578,156.856420036115,9661,6355245,,,Not compared,Not compared,20210000,,,1y
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,,,2021/22,109.92705652652,107.30010068108,112.602076210885,105.807493280119,114.157730043132,6647,6046737,,,Not compared,Not compared,20210000,,,1y
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,,,2021/22,131.51123747801,129.50059253948,133.545281630905,128.351993985714,134.724599335685,16310,12401982,,,Not compared,Not compared,20210000,,,1y
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Most deprived decile (IMD2019),2021/22,205.320695717771,197.79757049481,213.369524019005,193.473636130568,217.98365235136,2700,1315016,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second most deprived decile (IMD2019),2021/22,181.262340133307,172.411477030669,190.954982226769,167.330019928975,196.501118686288,1490,822013,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third more deprived decile (IMD2019),2021/22,122.843166704895,116.391489851083,129.959109161748,112.688681647085,134.028607035488,1280,1041979,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth more deprived decile (IMD2019),2021/22,153.564354541326,145.952804447607,161.46986808322,141.698291305775,166.109004240044,1525,993069,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth more deprived decile (IMD2019),2021/22,146.728295353548,140.005988877274,153.864101165131,136.193630444802,157.997551681407,1745,1189273,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth less deprived decile (IMD2019),2021/22,138.23400467043,131.339009461569,145.211234057689,127.534284475987,149.357695526466,1545,1117670,,,Similar,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth less deprived decile (IMD2019),2021/22,118.176409480945,113.023706531958,123.76274474482,110.064042744398,126.961780966967,1885,1595073,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third less deprived decile (IMD2019),2021/22,113.118685436281,107.970983084797,118.720027372941,105.014699918273,121.926727956836,1725,1524947,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second least deprived decile (IMD2019),2021/22,88.0046595274622,83.7791148923552,92.5033116607703,81.3847175306337,95.1097698230113,1585,1801041,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Least deprived decile (IMD2019),2021/22,81.3453624659522,75.952088893805,87.2305356547936,72.9174381901499,90.6469239028628,815,1001901,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Most deprived decile (IMD2019),2021/22,208.8763722,202.5129009,215.6057002,198.853429,219.4671267,3945,1888677,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second most deprived decile (IMD2019),2021/22,135.6127459,130.2135781,141.063034,127.2073589,144.2826929,2425,1788180,,,Similar,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third more deprived decile (IMD2019),2021/22,151.3825848,145.3988317,157.6815719,141.9972869,161.3279481,2360,1558964,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth more deprived decile (IMD2019),2021/22,134.309433,127.81375,141.4165142,124.0842925,145.4834758,1520,1131715,,,Similar,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth more deprived decile (IMD2019),2021/22,123.4401867,116.9692463,130.5760188,113.2553495,134.6569508,1285,1040990,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth less deprived decile (IMD2019),2021/22,120.5646283,114.4614344,126.7417261,111.0958729,130.4143008,1500,1244146,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth less deprived decile (IMD2019),2021/22,102.8660129,96.84621421,109.3659432,93.44878822,113.1360623,1055,1025606,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third less deprived decile (IMD2019),2021/22,97.68596365,91.25151911,104.0058009,87.8065426,107.8589883,915,936675,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second least deprived decile (IMD2019),2021/22,78.41916613,72.73761749,84.93706752,69.48258517,88.65378889,650,828879,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Least deprived decile (IMD2019),2021/22,67.53261983,62.52135077,73.06033302,59.71039359,76.27197744,645,955094,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2021/22,205.320695717771,197.79757049481,213.369524019005,193.473636130568,217.98365235136,2700,1315016,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2021/22,181.262340133307,172.411477030669,190.954982226769,167.330019928975,196.501118686288,1490,822013,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2021/22,122.843166704895,116.391489851083,129.959109161748,112.688681647085,134.028607035488,1280,1041979,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2021/22,154.690894275199,147.074479975908,162.204355741541,142.919631316889,166.722765658889,1625,1050482,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2021/22,147.591890711157,140.674730461566,154.586441067196,136.847470780179,158.735758928766,1750,1185702,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2021/22,135.46848621547,128.236597573751,142.594787892818,124.309887791653,146.895162517955,1385,1022378,,,Similar,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2021/22,118.849536486808,113.745274945619,124.376426073958,110.813262131483,127.541736567748,1945,1636523,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2021/22,113.118685436281,107.970983084797,118.720027372941,105.014699918273,121.926727956836,1725,1524947,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2021/22,88.0046595274622,83.7791148923552,92.5033116607703,81.3847175306337,95.1097698230113,1585,1801041,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2021/22,81.3453624659522,75.952088893805,87.2305356547936,72.9174381901499,90.6469239028628,815,1001901,,,Better,Not compared,20210000,,,1y"
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,,,2021/22,152.01616932156,148.99981227163,155.078224911716,147.281584780578,156.856420036115,9661,6355245,,,Similar,Not compared,20210000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,,,2021/22,109.92705652652,107.30010068108,112.602076210885,105.807493280119,114.157730043132,6647,6046737,,,Similar,Not compared,20210000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,,,2021/22,131.51123747801,129.50059253948,133.545281630905,128.351993985714,134.724599335685,16310,12401982,,,Similar,Not compared,20210000,,,1y
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Most deprived decile (IMD2019),2021/22,205.320695717771,197.79757049481,213.369524019005,193.473636130568,217.98365235136,2700,1315016,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second most deprived decile (IMD2019),2021/22,181.262340133307,172.411477030669,190.954982226769,167.330019928975,196.501118686288,1490,822013,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third more deprived decile (IMD2019),2021/22,122.843166704895,116.391489851083,129.959109161748,112.688681647085,134.028607035488,1280,1041979,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth more deprived decile (IMD2019),2021/22,153.564354541326,145.952804447607,161.46986808322,141.698291305775,166.109004240044,1525,993069,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth more deprived decile (IMD2019),2021/22,146.728295353548,140.005988877274,153.864101165131,136.193630444802,157.997551681407,1745,1189273,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth less deprived decile (IMD2019),2021/22,138.23400467043,131.339009461569,145.211234057689,127.534284475987,149.357695526466,1545,1117670,,,Similar,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth less deprived decile (IMD2019),2021/22,118.176409480945,113.023706531958,123.76274474482,110.064042744398,126.961780966967,1885,1595073,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third less deprived decile (IMD2019),2021/22,113.118685436281,107.970983084797,118.720027372941,105.014699918273,121.926727956836,1725,1524947,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second least deprived decile (IMD2019),2021/22,88.0046595274622,83.7791148923552,92.5033116607703,81.3847175306337,95.1097698230113,1585,1801041,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Least deprived decile (IMD2019),2021/22,81.3453624659522,75.952088893805,87.2305356547936,72.9174381901499,90.6469239028628,815,1001901,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Most deprived decile (IMD2019),2021/22,208.8763722,202.5129009,215.6057002,198.853429,219.4671267,3945,1888677,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second most deprived decile (IMD2019),2021/22,135.6127459,130.2135781,141.063034,127.2073589,144.2826929,2425,1788180,,,Similar,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third more deprived decile (IMD2019),2021/22,151.3825848,145.3988317,157.6815719,141.9972869,161.3279481,2360,1558964,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth more deprived decile (IMD2019),2021/22,134.309433,127.81375,141.4165142,124.0842925,145.4834758,1520,1131715,,,Similar,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth more deprived decile (IMD2019),2021/22,123.4401867,116.9692463,130.5760188,113.2553495,134.6569508,1285,1040990,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth less deprived decile (IMD2019),2021/22,120.5646283,114.4614344,126.7417261,111.0958729,130.4143008,1500,1244146,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth less deprived decile (IMD2019),2021/22,102.8660129,96.84621421,109.3659432,93.44878822,113.1360623,1055,1025606,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third less deprived decile (IMD2019),2021/22,97.68596365,91.25151911,104.0058009,87.8065426,107.8589883,915,936675,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second least deprived decile (IMD2019),2021/22,78.41916613,72.73761749,84.93706752,69.48258517,88.65378889,650,828879,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Least deprived decile (IMD2019),2021/22,67.53261983,62.52135077,73.06033302,59.71039359,76.27197744,645,955094,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2021/22,205.320695717771,197.79757049481,213.369524019005,193.473636130568,217.98365235136,2700,1315016,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2021/22,181.262340133307,172.411477030669,190.954982226769,167.330019928975,196.501118686288,1490,822013,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2021/22,122.843166704895,116.391489851083,129.959109161748,112.688681647085,134.028607035488,1280,1041979,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2021/22,154.690894275199,147.074479975908,162.204355741541,142.919631316889,166.722765658889,1625,1050482,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2021/22,147.591890711157,140.674730461566,154.586441067196,136.847470780179,158.735758928766,1750,1185702,,,Worse,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2021/22,135.46848621547,128.236597573751,142.594787892818,124.309887791653,146.895162517955,1385,1022378,,,Similar,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2021/22,118.849536486808,113.745274945619,124.376426073958,110.813262131483,127.541736567748,1945,1636523,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2021/22,113.118685436281,107.970983084797,118.720027372941,105.014699918273,121.926727956836,1725,1524947,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2021/22,88.0046595274622,83.7791148923552,92.5033116607703,81.3847175306337,95.1097698230113,1585,1801041,,,Better,Not compared,20210000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2021/22,81.3453624659522,75.952088893805,87.2305356547936,72.9174381901499,90.6469239028628,815,1001901,,,Better,Not compared,20210000,,,1y"
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,0-18 yrs,,,2021/22,204.095995495813,188.496716528289,222.135472306404,179.562814049931,232.416427429017,580,284180,,,Worse,Not compared,20210000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,0-18 yrs,,,2021/22,210.37610506716,200.933424218706,220.638652133254,195.510265765758,226.514391497004,1775,843727,,,Worse,Not compared,20210000,,,1y
